county,state,state_abbr,region,lat,lng
Autauga County,Alabama,AL,South,32.532237,-86.64644
Baldwin County,Alabama,AL,South,30.659218,-87.746067
Barbour County,Alabama,AL,South,31.870253,-85.405104
Bibb County,Alabama,AL,South,33.015893,-87.127148
Blount County,Alabama,AL,South,33.977358,-86.56644
Bullock County,Alabama,AL,South,32.101759,-85.717261
Butler County,Alabama,AL,South,31.751667,-86.681969
Calhoun County,Alabama,AL,South,33.770516,-85.827909
Chambers County,Alabama,AL,South,32.915504,-85.394032
Cherokee County,Alabama,AL,South,34.069515,-85.654242
Chilton County,Alabama,AL,South,32.854051,-86.726607
Choctaw County,Alabama,AL,South,31.990954,-88.248889
Clarke County,Alabama,AL,South,31.685521,-87.818624
Clay County,Alabama,AL,South,33.2704,-85.863525
Cleburne County,Alabama,AL,South,33.671964,-85.516126
Coffee County,Alabama,AL,South,31.402258,-85.989602
Colbert County,Alabama,AL,South,34.703112,-87.801457
Conecuh County,Alabama,AL,South,31.430926,-86.988722
Coosa County,Alabama,AL,South,32.931445,-86.243482
Covington County,Alabama,AL,South,31.243987,-86.448721
Crenshaw County,Alabama,AL,South,31.730311,-86.320038
Cullman County,Alabama,AL,South,34.131923,-86.869267
Dale County,Alabama,AL,South,31.430654,-85.609476
Dallas County,Alabama,AL,South,32.333526,-87.11436
DeKalb County,Alabama,AL,South,34.460915,-85.804021
Elmore County,Alabama,AL,South,32.597229,-86.142735
Escambia County,Alabama,AL,South,31.122287,-87.16841
Etowah County,Alabama,AL,South,34.047641,-86.034263
Fayette County,Alabama,AL,South,33.716157,-87.764292
Franklin County,Alabama,AL,South,34.441989,-87.842814
Geneva County,Alabama,AL,South,31.092382,-85.821022
Greene County,Alabama,AL,South,32.844497,-87.9642
Hale County,Alabama,AL,South,32.752796,-87.623061
Henry County,Alabama,AL,South,31.516978,-85.239971
Houston County,Alabama,AL,South,31.158183,-85.296411
Jackson County,Alabama,AL,South,34.764114,-85.980056
Jefferson County,Alabama,AL,South,33.553444,-86.896536
Lamar County,Alabama,AL,South,33.787085,-88.087431
Lauderdale County,Alabama,AL,South,34.904168,-87.651108
Lawrence County,Alabama,AL,South,34.529776,-87.321865
Lee County,Alabama,AL,South,32.604064,-85.353048
Limestone County,Alabama,AL,South,34.810239,-86.981399
Lowndes County,Alabama,AL,South,32.147888,-86.650586
Macon County,Alabama,AL,South,32.387027,-85.692887
Madison County,Alabama,AL,South,34.764238,-86.55108
Marengo County,Alabama,AL,South,32.247591,-87.791091
Marion County,Alabama,AL,South,34.138219,-87.881551
Marshall County,Alabama,AL,South,34.309564,-86.321668
Mobile County,Alabama,AL,South,30.684572,-88.196568
Monroe County,Alabama,AL,South,31.580353,-87.383342
Montgomery County,Alabama,AL,South,32.202881,-86.204461
Morgan County,Alabama,AL,South,34.454484,-86.846402
Perry County,Alabama,AL,South,32.639005,-87.293827
Pickens County,Alabama,AL,South,33.2968,-88.096864
Pike County,Alabama,AL,South,31.798653,-85.941608
Randolph County,Alabama,AL,South,33.296461,-85.464064
Russell County,Alabama,AL,South,32.289811,-85.18698
St. Clair County,Alabama,AL,South,33.719491,-86.311327
Shelby County,Alabama,AL,South,33.266893,-86.661007
Sumter County,Alabama,AL,South,32.597481,-88.200057
Talladega County,Alabama,AL,South,33.369314,-86.17593
Tallapoosa County,Alabama,AL,South,32.863308,-85.799618
Tuscaloosa County,Alabama,AL,South,33.29022,-87.522783
Walker County,Alabama,AL,South,33.791558,-87.301094
Washington County,Alabama,AL,South,31.408503,-88.212404
Wilcox County,Alabama,AL,South,31.990082,-87.304935
Winston County,Alabama,AL,South,34.154566,-87.365346
Aleutians East Borough,Alaska,AK,West,55.245044,-161.997477
Aleutians West Census Area,Alaska,AK,West,51.948964,+179.621188
Anchorage Municipality,Alaska,AK,West,61.17425,-149.284329
Bethel Census Area,Alaska,AK,West,60.929141,-160.152625
Bristol Bay Borough,Alaska,AK,West,58.741661,-156.966805
Chugach Census Area,Alaska,AK,West,60.488474,-146.203092
Copper River Census Area,Alaska,AK,West,62.034479,-143.922167
Denali Borough,Alaska,AK,West,63.682039,-150.027016
Dillingham Census Area,Alaska,AK,West,59.543326,-158.267123
Fairbanks North Star Borough,Alaska,AK,West,64.670454,-146.496061
Haines Borough,Alaska,AK,West,59.098404,-135.575791
Hoonah-Angoon Census Area,Alaska,AK,West,58.403336,-135.884909
Juneau City and Borough,Alaska,AK,West,58.37291,-134.178445
Kenai Peninsula Borough,Alaska,AK,West,60.366668,-152.322283
Ketchikan Gateway Borough,Alaska,AK,West,55.449938,-131.106685
Kodiak Island Borough,Alaska,AK,West,57.7044,-153.918372
Kusilvak Census Area,Alaska,AK,West,62.283588,-163.190171
Lake and Peninsula Borough,Alaska,AK,West,58.108507,-156.413413
Matanuska-Susitna Borough,Alaska,AK,West,62.265626,-149.503993
Nome Census Area,Alaska,AK,West,64.783686,-164.188912
North Slope Borough,Alaska,AK,West,69.449343,-153.47283
Northwest Arctic Borough,Alaska,AK,West,67.005066,-160.021086
Petersburg Borough,Alaska,AK,West,57.112458,-133.008598
Prince of Wales-Hyder Census Area,Alaska,AK,West,55.682773,-133.162389
Sitka City and Borough,Alaska,AK,West,57.193204,-135.367396
Skagway Municipality,Alaska,AK,West,59.560379,-135.338279
Southeast Fairbanks Census Area,Alaska,AK,West,63.864997,-143.218628
Wrangell City and Borough,Alaska,AK,West,56.180779,-132.026788
Yakutat City and Borough,Alaska,AK,West,60.017508,-140.416847
Yukon-Koyukuk Census Area,Alaska,AK,West,65.375727,-151.57785
Apache County,Arizona,AZ,West,35.385084,-109.490172
Cochise County,Arizona,AZ,West,31.840129,-109.775163
Coconino County,Arizona,AZ,West,35.829692,-111.773728
Gila County,Arizona,AZ,West,33.789618,-110.81187
Graham County,Arizona,AZ,West,32.931828,-109.87831
Greenlee County,Arizona,AZ,West,33.238872,-109.242323
La Paz County,Arizona,AZ,West,33.72761,-114.038806
Maricopa County,Arizona,AZ,West,33.345176,-112.49893
Mohave County,Arizona,AZ,West,35.717705,-113.749689
Navajo County,Arizona,AZ,West,35.390785,-110.321025
Pima County,Arizona,AZ,West,32.128038,-111.783657
Pinal County,Arizona,AZ,West,32.918521,-111.366339
Santa Cruz County,Arizona,AZ,West,31.525733,-110.845228
Yavapai County,Arizona,AZ,West,34.631071,-112.577225
Yuma County,Arizona,AZ,West,32.773942,-113.910905
Arkansas County,Arkansas,AR,South,34.28957,-91.376547
Ashley County,Arkansas,AR,South,33.190835,-91.772267
Baxter County,Arkansas,AR,South,36.280268,-92.329949
Benton County,Arkansas,AR,South,36.337819,-94.256298
Boone County,Arkansas,AR,South,36.304299,-93.079236
Bradley County,Arkansas,AR,South,33.466549,-92.169156
Calhoun County,Arkansas,AR,South,33.56046,-92.513879
Carroll County,Arkansas,AR,South,36.33737,-93.540972
Chicot County,Arkansas,AR,South,33.267139,-91.297158
Clark County,Arkansas,AR,South,34.053316,-93.176208
Clay County,Arkansas,AR,South,36.367302,-90.418704
Cleburne County,Arkansas,AR,South,35.593628,-92.008898
Cleveland County,Arkansas,AR,South,33.893201,-92.188714
Columbia County,Arkansas,AR,South,33.223038,-93.232843
Conway County,Arkansas,AR,South,35.26569,-92.689249
Craighead County,Arkansas,AR,South,35.827729,-90.631421
Crawford County,Arkansas,AR,South,35.582959,-94.236193
Crittenden County,Arkansas,AR,South,35.197559,-90.30512
Cross County,Arkansas,AR,South,35.285692,-90.763984
Dallas County,Arkansas,AR,South,33.967823,-92.653999
Desha County,Arkansas,AR,South,33.828752,-91.244103
Drew County,Arkansas,AR,South,33.587242,-91.722778
Faulkner County,Arkansas,AR,South,35.146548,-92.336928
Franklin County,Arkansas,AR,South,35.508558,-93.887665
Fulton County,Arkansas,AR,South,36.381322,-91.819285
Garland County,Arkansas,AR,South,34.578852,-93.146932
Grant County,Arkansas,AR,South,34.285568,-92.422979
Greene County,Arkansas,AR,South,36.120607,-90.566346
Hempstead County,Arkansas,AR,South,33.735953,-93.664355
Hot Spring County,Arkansas,AR,South,34.315177,-92.944147
Howard County,Arkansas,AR,South,34.083064,-93.990931
Independence County,Arkansas,AR,South,35.737499,-91.559942
Izard County,Arkansas,AR,South,36.094879,-91.913625
Jackson County,Arkansas,AR,South,35.596467,-91.223205
Jefferson County,Arkansas,AR,South,34.277239,-91.929673
Johnson County,Arkansas,AR,South,35.573359,-93.466322
Lafayette County,Arkansas,AR,South,33.240629,-93.611514
Lawrence County,Arkansas,AR,South,36.041098,-91.101153
Lee County,Arkansas,AR,South,34.779505,-90.779717
Lincoln County,Arkansas,AR,South,33.956385,-91.742355
Little River County,Arkansas,AR,South,33.701941,-94.236287
Logan County,Arkansas,AR,South,35.218654,-93.72091
Lonoke County,Arkansas,AR,South,34.755114,-91.894132
Madison County,Arkansas,AR,South,36.012545,-93.724053
Marion County,Arkansas,AR,South,36.266664,-92.678577
Miller County,Arkansas,AR,South,33.305505,-93.901502
Mississippi County,Arkansas,AR,South,35.766944,-90.052207
Monroe County,Arkansas,AR,South,34.679512,-91.20331
Montgomery County,Arkansas,AR,South,34.545656,-93.664153
Nevada County,Arkansas,AR,South,33.666699,-93.305072
Newton County,Arkansas,AR,South,35.910742,-93.215898
Ouachita County,Arkansas,AR,South,33.591168,-92.878413
Perry County,Arkansas,AR,South,34.946363,-92.926877
Phillips County,Arkansas,AR,South,34.423687,-90.855593
Pike County,Arkansas,AR,South,34.158191,-93.658659
Poinsett County,Arkansas,AR,South,35.56887,-90.681104
Polk County,Arkansas,AR,South,34.49096,-94.230894
Pope County,Arkansas,AR,South,35.456557,-93.026818
Prairie County,Arkansas,AR,South,34.831116,-91.55362
Pulaski County,Arkansas,AR,South,34.770311,-92.312996
Randolph County,Arkansas,AR,South,36.341298,-91.028441
St. Francis County,Arkansas,AR,South,35.022838,-90.751506
Saline County,Arkansas,AR,South,34.648525,-92.674463
Scott County,Arkansas,AR,South,34.858869,-94.063641
Searcy County,Arkansas,AR,South,35.896387,-92.695888
Sebastian County,Arkansas,AR,South,35.196981,-94.274989
Sevier County,Arkansas,AR,South,33.994877,-94.243279
Sharp County,Arkansas,AR,South,36.173399,-91.471069
Stone County,Arkansas,AR,South,35.857001,-92.140482
Union County,Arkansas,AR,South,33.168219,-92.598145
Van Buren County,Arkansas,AR,South,35.582953,-92.515976
Washington County,Arkansas,AR,South,35.978001,-94.217269
White County,Arkansas,AR,South,35.255118,-91.753034
Woodruff County,Arkansas,AR,South,35.192777,-91.244535
Yell County,Arkansas,AR,South,34.997713,-93.408303
Alameda County,California,CA,West,37.647139,-121.912488
Alpine County,California,CA,West,38.621783,-119.798352
Amador County,California,CA,West,38.443549,-120.653858
Butte County,California,CA,West,39.665336,-121.603209
Calaveras County,California,CA,West,38.191068,-120.554107
Colusa County,California,CA,West,39.177739,-122.237563
Contra Costa County,California,CA,West,37.919479,-121.951543
Del Norte County,California,CA,West,41.749903,-123.980998
El Dorado County,California,CA,West,38.785612,-120.534225
Fresno County,California,CA,West,36.761006,-119.655019
Glenn County,California,CA,West,39.602546,-122.4017
Humboldt County,California,CA,West,40.706655,-123.926176
Imperial County,California,CA,West,33.040814,-115.3554
Inyo County,California,CA,West,36.56216,-117.404209
Kern County,California,CA,West,35.346629,-118.729506
Kings County,California,CA,West,36.072478,-119.81553
Lake County,California,CA,West,39.108009,-122.745217
Lassen County,California,CA,West,40.715287,-120.621223
Los Angeles County,California,CA,West,34.196398,-118.261862
Madera County,California,CA,West,37.209821,-119.749802
Marin County,California,CA,West,38.051367,-122.746396
Mariposa County,California,CA,West,37.574343,-119.911721
Mendocino County,California,CA,West,39.432388,-123.442881
Merced County,California,CA,West,37.194806,-120.722802
Modoc County,California,CA,West,41.592918,-120.71837
Mono County,California,CA,West,37.915836,-118.875167
Monterey County,California,CA,West,36.240104,-121.315578
Napa County,California,CA,West,38.5071,-122.325904
Nevada County,California,CA,West,39.297508,-120.771343
Orange County,California,CA,West,33.675687,-117.777207
Placer County,California,CA,West,39.062032,-120.722718
Plumas County,California,CA,West,39.992295,-120.824371
Riverside County,California,CA,West,33.729828,-116.002239
Sacramento County,California,CA,West,38.450136,-121.344329
San Benito County,California,CA,West,36.611651,-121.085811
San Bernardino County,California,CA,West,34.856661,-116.181571
San Diego County,California,CA,West,33.023604,-116.776117
San Francisco County,California,CA,West,37.727239,-123.032229
San Joaquin County,California,CA,West,37.934982,-121.272244
San Luis Obispo County,California,CA,West,35.388189,-120.448897
San Mateo County,California,CA,West,37.414672,-122.371546
Santa Barbara County,California,CA,West,34.536677,-120.038364
Santa Clara County,California,CA,West,37.221614,-121.68954
Santa Cruz County,California,CA,West,37.012347,-122.007789
Shasta County,California,CA,West,40.760514,-122.043556
Sierra County,California,CA,West,39.576925,-120.521993
Siskiyou County,California,CA,West,41.587986,-122.533287
Solano County,California,CA,West,38.267226,-121.939594
Sonoma County,California,CA,West,38.525182,-122.92611
Stanislaus County,California,CA,West,37.562316,-121.002831
Sutter County,California,CA,West,39.03619,-121.70394
Tehama County,California,CA,West,40.126157,-122.232274
Trinity County,California,CA,West,40.647858,-123.114666
Tulare County,California,CA,West,36.228834,-118.781055
Tuolumne County,California,CA,West,38.021434,-119.964733
Ventura County,California,CA,West,34.358748,-119.133145
Yolo County,California,CA,West,38.679609,-121.90275
Yuba County,California,CA,West,39.27013,-121.344259
Adams County,Colorado,CO,West,39.874325,-104.331872
Alamosa County,Colorado,CO,West,37.568442,-105.788041
Arapahoe County,Colorado,CO,West,39.644554,-104.331706
Archuleta County,Colorado,CO,West,37.202395,-107.050863
Baca County,Colorado,CO,West,37.30978,-102.543741
Bent County,Colorado,CO,West,37.931891,-103.077584
Boulder County,Colorado,CO,West,40.094966,-105.397702
Broomfield County,Colorado,CO,West,39.953593,-105.050787
Chaffee County,Colorado,CO,West,38.734599,-106.300025
Cheyenne County,Colorado,CO,West,38.835646,-102.601791
Clear Creek County,Colorado,CO,West,39.689403,-105.670783
Conejos County,Colorado,CO,West,37.213406,-106.176447
Costilla County,Colorado,CO,West,37.277547,-105.42894
Crowley County,Colorado,CO,West,38.30618,-103.772736
Custer County,Colorado,CO,West,38.101996,-105.373512
Delta County,Colorado,CO,West,38.861423,-107.865043
Denver County,Colorado,CO,West,39.76185,-104.881105
Dolores County,Colorado,CO,West,37.733823,-108.506219
Douglas County,Colorado,CO,West,39.325414,-104.925987
Eagle County,Colorado,CO,West,39.626992,-106.695169
Elbert County,Colorado,CO,West,39.315157,-104.114076
El Paso County,Colorado,CO,West,38.827383,-104.527472
Fremont County,Colorado,CO,West,38.45517,-105.424958
Garfield County,Colorado,CO,West,39.599352,-107.90978
Gilpin County,Colorado,CO,West,39.861156,-105.528878
Grand County,Colorado,CO,West,40.113065,-106.110837
Gunnison County,Colorado,CO,West,38.670499,-107.05688
Hinsdale County,Colorado,CO,West,37.811519,-107.383974
Huerfano County,Colorado,CO,West,37.687815,-104.959928
Jackson County,Colorado,CO,West,40.663432,-106.329248
Jefferson County,Colorado,CO,West,39.579511,-105.245462
Kiowa County,Colorado,CO,West,38.387663,-102.756849
Kit Carson County,Colorado,CO,West,39.30534,-102.603023
Lake County,Colorado,CO,West,39.205341,-106.350079
La Plata County,Colorado,CO,West,37.287367,-107.839718
Larimer County,Colorado,CO,West,40.658093,-105.486764
Las Animas County,Colorado,CO,West,37.318831,-104.04411
Lincoln County,Colorado,CO,West,38.99374,-103.507555
Logan County,Colorado,CO,West,40.728091,-103.090464
Mesa County,Colorado,CO,West,39.019524,-108.460571
Mineral County,Colorado,CO,West,37.549067,-107.003236
Moffat County,Colorado,CO,West,40.610864,-108.217154
Montezuma County,Colorado,CO,West,37.338025,-108.595786
Montrose County,Colorado,CO,West,38.407507,-108.266282
Morgan County,Colorado,CO,West,40.263159,-103.81221
Otero County,Colorado,CO,West,37.88417,-103.72126
Ouray County,Colorado,CO,West,38.154731,-107.78848
Park County,Colorado,CO,West,39.118914,-105.717648
Phillips County,Colorado,CO,West,40.594712,-102.345105
Pitkin County,Colorado,CO,West,39.217541,-106.916162
Prowers County,Colorado,CO,West,37.958181,-102.392161
Pueblo County,Colorado,CO,West,38.162765,-104.484668
Rio Blanco County,Colorado,CO,West,39.972622,-108.200716
Rio Grande County,Colorado,CO,West,37.485853,-106.453128
Routt County,Colorado,CO,West,40.483664,-106.987702
Saguache County,Colorado,CO,West,38.031651,-106.234666
San Juan County,Colorado,CO,West,37.781049,-107.670257
San Miguel County,Colorado,CO,West,38.009319,-108.427263
Sedgwick County,Colorado,CO,West,40.871568,-102.355358
Summit County,Colorado,CO,West,39.621023,-106.137555
Teller County,Colorado,CO,West,38.869976,-105.187365
Washington County,Colorado,CO,West,39.96579,-103.209744
Weld County,Colorado,CO,West,40.555961,-104.383666
Yuma County,Colorado,CO,West,40.00077,-102.421649
Capitol Planning Region,Connecticut,CT,Northeast,41.81697,-72.575886
Greater Bridgeport Planning Region,Connecticut,CT,Northeast,41.184558,-73.209401
Lower Connecticut River Valley Planning Region,Connecticut,CT,Northeast,41.420307,-72.493525
Naugatuck Valley Planning Region,Connecticut,CT,Northeast,41.518931,-73.087906
Northeastern Connecticut Planning Region,Connecticut,CT,Northeast,41.842375,-71.972655
Northwest Hills Planning Region,Connecticut,CT,Northeast,41.854809,-73.221494
South Central Connecticut Planning Region,Connecticut,CT,Northeast,41.290167,-72.837024
Southeastern Connecticut Planning Region,Connecticut,CT,Northeast,41.484769,-72.101666
Western Connecticut Planning Region,Connecticut,CT,Northeast,41.279055,-73.44655
Kent County,Delaware,DE,South,39.097088,-75.502982
New Castle County,Delaware,DE,South,39.575915,-75.644132
Sussex County,Delaware,DE,South,38.673227,-75.337024
District of Columbia,District of Columbia,DC,South,38.904247,-77.016517
Alachua County,Florida,FL,South,29.67574,-82.357221
Baker County,Florida,FL,South,30.324442,-82.302284
Bay County,Florida,FL,South,30.15914,-85.534395
Bradford County,Florida,FL,South,29.952386,-82.166698
Brevard County,Florida,FL,South,28.298311,-80.700333
Broward County,Florida,FL,South,26.193535,-80.476683
Calhoun County,Florida,FL,South,30.388801,-85.197915
Charlotte County,Florida,FL,South,26.906396,-82.003657
Citrus County,Florida,FL,South,28.850292,-82.595552
Clay County,Florida,FL,South,29.986584,-81.865036
Collier County,Florida,FL,South,26.118786,-81.400955
Columbia County,Florida,FL,South,30.221651,-82.623371
DeSoto County,Florida,FL,South,27.190581,-81.806253
Dixie County,Florida,FL,South,29.552675,-83.236232
Duval County,Florida,FL,South,30.335245,-81.648113
Escambia County,Florida,FL,South,30.529998,-87.320322
Flagler County,Florida,FL,South,29.474891,-81.286253
Franklin County,Florida,FL,South,29.677794,-84.815213
Gadsden County,Florida,FL,South,30.578687,-84.612607
Gilchrist County,Florida,FL,South,29.723456,-82.795801
Glades County,Florida,FL,South,26.95481,-81.19082
Gulf County,Florida,FL,South,29.859238,-85.272013
Hamilton County,Florida,FL,South,30.498438,-82.951116
Hardee County,Florida,FL,South,27.492846,-81.82158
Hendry County,Florida,FL,South,26.539967,-81.152114
Hernando County,Florida,FL,South,28.555995,-82.525969
Highlands County,Florida,FL,South,27.34108,-81.342353
Hillsborough County,Florida,FL,South,27.893154,-82.379991
Holmes County,Florida,FL,South,30.862007,-85.815939
Indian River County,Florida,FL,South,27.700528,-80.574789
Jackson County,Florida,FL,South,30.789249,-85.208814
Jefferson County,Florida,FL,South,30.396898,-83.921761
Lafayette County,Florida,FL,South,29.990066,-83.17851
Lake County,Florida,FL,South,28.764113,-81.712282
Lee County,Florida,FL,South,26.563273,-81.984182
Leon County,Florida,FL,South,30.45931,-84.2778
Levy County,Florida,FL,South,29.271854,-82.831233
Liberty County,Florida,FL,South,30.259849,-84.86858
Madison County,Florida,FL,South,30.447233,-83.470416
Manatee County,Florida,FL,South,27.475556,-82.393144
Marion County,Florida,FL,South,29.202805,-82.0431
Martin County,Florida,FL,South,27.083604,-80.398201
Miami-Dade County,Florida,FL,South,25.616009,-80.50375
Monroe County,Florida,FL,South,25.58612,-81.022603
Nassau County,Florida,FL,South,30.605963,-81.765087
Okaloosa County,Florida,FL,South,30.614325,-86.59108
Okeechobee County,Florida,FL,South,27.385592,-80.887388
Orange County,Florida,FL,South,28.514391,-81.323284
Osceola County,Florida,FL,South,28.059027,-81.139312
Palm Beach County,Florida,FL,South,26.649126,-80.448354
Pasco County,Florida,FL,South,28.309823,-82.511006
Pinellas County,Florida,FL,South,27.905342,-82.798066
Polk County,Florida,FL,South,27.953685,-81.693493
Putnam County,Florida,FL,South,29.593896,-81.732039
St. Johns County,Florida,FL,South,29.890487,-81.40004
St. Lucie County,Florida,FL,South,27.379814,-80.443536
Santa Rosa County,Florida,FL,South,30.675348,-87.018919
Sarasota County,Florida,FL,South,27.225327,-82.423714
Seminole County,Florida,FL,South,28.690065,-81.131975
Sumter County,Florida,FL,South,28.713976,-82.069684
Suwannee County,Florida,FL,South,30.189244,-82.992754
Taylor County,Florida,FL,South,29.967146,-83.639573
Union County,Florida,FL,South,30.05428,-82.366918
Volusia County,Florida,FL,South,29.057769,-81.161792
Wakulla County,Florida,FL,South,30.091335,-84.359111
Walton County,Florida,FL,South,30.571247,-86.162798
Washington County,Florida,FL,South,30.602102,-85.655805
Appling County,Georgia,GA,South,31.739712,-82.290103
Atkinson County,Georgia,GA,South,31.296806,-82.878151
Bacon County,Georgia,GA,South,31.55021,-82.451433
Baker County,Georgia,GA,South,31.31958,-84.454881
Baldwin County,Georgia,GA,South,33.05949,-83.255457
Banks County,Georgia,GA,South,34.351922,-83.498441
Barrow County,Georgia,GA,South,33.992009,-83.712303
Bartow County,Georgia,GA,South,34.240917,-84.838188
Ben Hill County,Georgia,GA,South,31.740772,-83.147197
Berrien County,Georgia,GA,South,31.288652,-83.22787
Bibb County,Georgia,GA,South,32.808845,-83.694194
Bleckley County,Georgia,GA,South,32.435403,-83.331717
Brantley County,Georgia,GA,South,31.197334,-81.982978
Brooks County,Georgia,GA,South,30.822934,-83.581905
Bryan County,Georgia,GA,South,32.017969,-81.438543
Bulloch County,Georgia,GA,South,32.394481,-81.741618
Burke County,Georgia,GA,South,33.060181,-82.000164
Butts County,Georgia,GA,South,33.290355,-83.958221
Calhoun County,Georgia,GA,South,31.521279,-84.62629
Camden County,Georgia,GA,South,30.913358,-81.642019
Candler County,Georgia,GA,South,32.40395,-82.071266
Carroll County,Georgia,GA,South,33.582237,-85.080527
Catoosa County,Georgia,GA,South,34.900212,-85.139385
Charlton County,Georgia,GA,South,30.779904,-82.139644
Chatham County,Georgia,GA,South,31.980404,-81.085184
Chattahoochee County,Georgia,GA,South,32.347445,-84.788021
Chattooga County,Georgia,GA,South,34.474178,-85.345289
Cherokee County,Georgia,GA,South,34.244317,-84.475057
Clarke County,Georgia,GA,South,33.952185,-83.367152
Clay County,Georgia,GA,South,31.619831,-84.992583
Clayton County,Georgia,GA,South,33.551603,-84.412868
Clinch County,Georgia,GA,South,30.917653,-82.702614
Cobb County,Georgia,GA,South,33.939926,-84.57411
Coffee County,Georgia,GA,South,31.549245,-82.84494
Colquitt County,Georgia,GA,South,31.189707,-83.769773
Columbia County,Georgia,GA,South,33.552075,-82.249608
Cook County,Georgia,GA,South,31.152516,-83.429445
Coweta County,Georgia,GA,South,33.352897,-84.762138
Crawford County,Georgia,GA,South,32.709428,-83.979187
Crisp County,Georgia,GA,South,31.920268,-83.75653
Dade County,Georgia,GA,South,34.852424,-85.506201
Dawson County,Georgia,GA,South,34.442608,-84.173261
Decatur County,Georgia,GA,South,30.880643,-84.58389
DeKalb County,Georgia,GA,South,33.770661,-84.226343
Dodge County,Georgia,GA,South,32.164369,-83.167866
Dooly County,Georgia,GA,South,32.151995,-83.807167
Dougherty County,Georgia,GA,South,31.532588,-84.20904
Douglas County,Georgia,GA,South,33.701242,-84.767314
Early County,Georgia,GA,South,31.324191,-84.906723
Echols County,Georgia,GA,South,30.714008,-82.897376
Effingham County,Georgia,GA,South,32.361688,-81.343355
Elbert County,Georgia,GA,South,34.116415,-82.841892
Emanuel County,Georgia,GA,South,32.5911,-82.299763
Evans County,Georgia,GA,South,32.153083,-81.890153
Fannin County,Georgia,GA,South,34.866543,-84.317331
Fayette County,Georgia,GA,South,33.412717,-84.493941
Floyd County,Georgia,GA,South,34.26369,-85.213685
Forsyth County,Georgia,GA,South,34.225143,-84.127408
Franklin County,Georgia,GA,South,34.375266,-83.227532
Fulton County,Georgia,GA,South,33.790034,-84.468182
Gilmer County,Georgia,GA,South,34.690523,-84.454811
Glascock County,Georgia,GA,South,33.227491,-82.606913
Glynn County,Georgia,GA,South,31.21271,-81.49645
Gordon County,Georgia,GA,South,34.509667,-84.873862
Grady County,Georgia,GA,South,30.8759,-84.244965
Greene County,Georgia,GA,South,33.576704,-83.166625
Gwinnett County,Georgia,GA,South,33.958756,-84.025735
Habersham County,Georgia,GA,South,34.634392,-83.525875
Hall County,Georgia,GA,South,34.317569,-83.8185
Hancock County,Georgia,GA,South,33.26922,-83.000465
Haralson County,Georgia,GA,South,33.795165,-85.220063
Harris County,Georgia,GA,South,32.731549,-84.912432
Hart County,Georgia,GA,South,34.348733,-82.96329
Heard County,Georgia,GA,South,33.291347,-85.137886
Henry County,Georgia,GA,South,33.452947,-84.154021
Houston County,Georgia,GA,South,32.458147,-83.662309
Irwin County,Georgia,GA,South,31.604306,-83.277037
Jackson County,Georgia,GA,South,34.130905,-83.562557
Jasper County,Georgia,GA,South,33.316981,-83.689151
Jeff Davis County,Georgia,GA,South,31.811615,-82.636825
Jefferson County,Georgia,GA,South,33.058176,-82.420004
Jenkins County,Georgia,GA,South,32.794563,-81.971524
Johnson County,Georgia,GA,South,32.694584,-82.66397
Jones County,Georgia,GA,South,33.021664,-83.562196
Lamar County,Georgia,GA,South,33.07444,-84.146689
Lanier County,Georgia,GA,South,31.038197,-83.063164
Laurens County,Georgia,GA,South,32.39322,-82.926317
Lee County,Georgia,GA,South,31.818419,-84.146681
Liberty County,Georgia,GA,South,31.807458,-81.457871
Lincoln County,Georgia,GA,South,33.792151,-82.448299
Long County,Georgia,GA,South,31.749563,-81.74287
Lowndes County,Georgia,GA,South,30.833145,-83.268995
Lumpkin County,Georgia,GA,South,34.56814,-83.998925
McDuffie County,Georgia,GA,South,33.480613,-82.479533
McIntosh County,Georgia,GA,South,31.485629,-81.372141
Macon County,Georgia,GA,South,32.362686,-84.051231
Madison County,Georgia,GA,South,34.12748,-83.208653
Marion County,Georgia,GA,South,32.359312,-84.528735
Meriwether County,Georgia,GA,South,33.029267,-84.667058
Miller County,Georgia,GA,South,31.162931,-84.730398
Mitchell County,Georgia,GA,South,31.228997,-84.192038
Monroe County,Georgia,GA,South,33.018784,-83.921837
Montgomery County,Georgia,GA,South,32.172108,-82.533349
Morgan County,Georgia,GA,South,33.598696,-83.499435
Murray County,Georgia,GA,South,34.797097,-84.73799
Muscogee County,Georgia,GA,South,32.510197,-84.874946
Newton County,Georgia,GA,South,33.552751,-83.85136
Oconee County,Georgia,GA,South,33.834125,-83.437728
Oglethorpe County,Georgia,GA,South,33.866806,-83.074081
Paulding County,Georgia,GA,South,33.92103,-84.867169
Peach County,Georgia,GA,South,32.571324,-83.831978
Pickens County,Georgia,GA,South,34.456746,-84.490351
Pierce County,Georgia,GA,South,31.353998,-82.21037
Pike County,Georgia,GA,South,33.081149,-84.389462
Polk County,Georgia,GA,South,33.996015,-85.188338
Pulaski County,Georgia,GA,South,32.238803,-83.481845
Putnam County,Georgia,GA,South,33.32106,-83.37179
Quitman County,Georgia,GA,South,31.862938,-85.004798
Rabun County,Georgia,GA,South,34.883934,-83.40487
Randolph County,Georgia,GA,South,31.762651,-84.752311
Richmond County,Georgia,GA,South,33.361486,-82.074998
Rockdale County,Georgia,GA,South,33.652081,-84.02637
